epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,16.4151,0.67436,0.50866,0.93115,0.43476,1,0.44454,0.3822,0.55599,1.43775,0.81682,0.000940855,0.000940855,0.000940855
24,17.0708,0.67052,0.49645,0.93187,0.43472,1,0.45362,0.38754,0.60607,1.36279,0.82862,0.000907848,0.000907848,0.000907848
25,17.7272,0.66073,0.48087,0.92559,0.43472,1,0.45787,0.39588,0.55266,1.41519,0.81997,0.000874842,0.000874842,0.000874842
26,18.3797,0.66186,0.51257,0.9417,0.4355,1,0.44875,0.39157,0.52414,1.45347,0.82924,0.000841835,0.000841835,0.000841835
27,19.074,0.68168,0.50781,0.93996,0.43386,0.99625,0.45063,0.39252,0.56385,1.38305,0.8419,0.000808828,0.000808828,0.000808828
28,19.7039,0.65282,0.4821,0.92544,0.43473,1,0.45424,0.39526,0.52669,1.29011,0.81896,0.000775822,0.000775822,0.000775822
29,20.369,0.67834,0.48977,0.93688,0.43472,1,0.43954,0.36263,0.6578,1.29476,0.84263,0.000742815,0.000742815,0.000742815
30,21.0334,0.64528,0.47284,0.93407,0.43472,1,0.43612,0.38354,0.51715,1.43764,0.84219,0.000709809,0.000709809,0.000709809
31,21.685,0.6763,0.4853,0.94462,0.43473,1,0.43611,0.38443,0.49712,1.55531,0.82906,0.000676802,0.000676802,0.000676802
32,22.3573,0.64861,0.48051,0.94505,0.43539,0.99939,0.44467,0.36973,0.62144,1.44286,0.86932,0.000643795,0.000643795,0.000643795
33,23.0134,0.6181,0.45098,0.92531,0.43471,1,0.44529,0.36653,0.66847,1.30668,0.88957,0.000610789,0.000610789,0.000610789
34,23.6532,0.61768,0.45928,0.91621,0.4347,1,0.45879,0.40247,0.54003,1.24559,0.84971,0.000577782,0.000577782,0.000577782
35,24.3154,0.61379,0.44505,0.91196,0.4347,1,0.4548,0.39841,0.5401,1.30702,0.84404,0.000544776,0.000544776,0.000544776
36,24.9606,0.60864,0.44662,0.91819,0.43469,1,0.44974,0.38628,0.56567,1.42497,0.83546,0.000511769,0.000511769,0.000511769
37,25.6167,0.61951,0.43778,0.91544,0.43475,1,0.45493,0.38555,0.58349,1.53577,0.83428,0.000478762,0.000478762,0.000478762
38,26.2763,0.61798,0.45044,0.91519,0.43471,1,0.44767,0.38871,0.52599,1.52105,0.82723,0.000445756,0.000445756,0.000445756
39,26.9138,0.61927,0.43552,0.91822,0.43472,1,0.45224,0.39487,0.49494,1.52179,0.81543,0.000412749,0.000412749,0.000412749
40,27.6062,0.61973,0.42871,0.91221,0.43472,1,0.45348,0.39711,0.50861,1.51588,0.81736,0.000379743,0.000379743,0.000379743
