epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,10.0503,0.50572,0.75249,0.91852,0.98746,0.98877,0.99243,0.85826,0.6274,1.11614,0.82715,0.000197876,0.000197876,0.000197876
39,10.3083,0.50653,0.66804,0.86289,0.99359,0.99163,0.99244,0.86693,0.58352,1.0567,0.82336,0.000188176,0.000188176,0.000188176
40,10.5568,0.56542,0.76102,0.87221,0.99359,0.99163,0.99244,0.86693,0.58352,1.0567,0.82336,0.000177684,0.000177684,0.000177684
41,12.155,0.51958,0.66939,0.86841,0.99298,0.99163,0.99231,0.86718,0.5675,1.01247,0.8219,0.0001664,0.0001664,0.0001664
42,12.4205,0.48318,0.76491,0.862,0.99298,0.99163,0.99231,0.86718,0.5675,1.01247,0.8219,0.000154324,0.000154324,0.000154324
43,12.6798,0.4635,0.62944,0.80494,0.99581,0.99466,0.99232,0.86365,0.55054,0.97401,0.81945,0.000141456,0.000141456,0.000141456
44,12.8973,0.48092,0.58768,0.84128,0.99581,0.99466,0.99232,0.86365,0.55054,0.97401,0.81945,0.000127796,0.000127796,0.000127796
45,13.1361,0.47329,0.57548,0.83043,0.99567,0.99582,0.99266,0.86759,0.53191,0.91908,0.81649,0.000113344,0.000113344,0.000113344
46,13.3594,0.45948,0.78504,0.86349,0.99567,0.99582,0.99266,0.86759,0.53191,0.91908,0.81649,9.81e-05,9.81e-05,9.81e-05
47,13.6207,0.4817,0.57174,0.84646,0.9958,0.99132,0.99295,0.86896,0.51881,0.88503,0.81471,8.2064e-05,8.2064e-05,8.2064e-05
48,13.9243,0.45451,0.68804,0.87132,0.9958,0.99132,0.99295,0.86896,0.51881,0.88503,0.81471,6.5236e-05,6.5236e-05,6.5236e-05
49,14.1913,0.45115,0.78007,0.85342,0.9958,0.99158,0.9932,0.87562,0.50608,0.86818,0.81333,4.7616e-05,4.7616e-05,4.7616e-05
50,14.4459,0.45237,0.60469,0.8302,0.9958,0.99158,0.9932,0.87562,0.50608,0.86818,0.81333,2.9204e-05,2.9204e-05,2.9204e-05
