epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,100.813,0.55285,0.29269,0.88539,0.99579,0.997,0.995,0.90443,0.45128,0.19656,0.79306,0.00136781,0.00136781,0.00136781
30,104.26,0.53522,0.28597,0.87823,0.99494,0.997,0.995,0.89305,0.4898,0.20347,0.80289,0.00134758,0.00134758,0.00134758
31,107.684,0.5325,0.2845,0.87709,0.99583,0.997,0.995,0.91561,0.48198,0.19407,0.7966,0.00132685,0.00132685,0.00132685
32,111.031,0.5442,0.2853,0.88046,0.99591,0.997,0.995,0.91196,0.44246,0.19418,0.79178,0.00130565,0.00130565,0.00130565
33,114.496,0.54964,0.28593,0.88945,0.86377,0.99222,0.995,0.90569,0.4594,0.19424,0.79495,0.00128398,0.00128398,0.00128398
34,117.954,0.53772,0.28427,0.87947,0.99595,0.997,0.995,0.91346,0.44661,0.19412,0.79446,0.00126188,0.00126188,0.00126188
35,121.313,0.52268,0.27402,0.8704,0.99597,0.997,0.995,0.9281,0.45715,0.19754,0.79456,0.00123936,0.00123936,0.00123936
36,124.779,0.52553,0.27666,0.87683,0.99334,0.997,0.995,0.91248,0.45721,0.19272,0.79244,0.00121645,0.00121645,0.00121645
37,128.16,0.52759,0.27557,0.88076,0.99524,0.997,0.995,0.95546,0.44074,0.18698,0.79153,0.00119317,0.00119317,0.00119317
38,131.652,0.53143,0.27541,0.8827,0.9953,0.997,0.995,0.92995,0.44917,0.18758,0.79456,0.00116955,0.00116955,0.00116955
39,135.063,0.5194,0.27234,0.88128,0.99122,0.997,0.995,0.92316,0.45055,0.1887,0.79388,0.0011456,0.0011456,0.0011456
40,138.429,0.53863,0.27576,0.88226,0.99568,0.997,0.995,0.92161,0.42092,0.18615,0.78849,0.00112135,0.00112135,0.00112135
41,141.799,0.51784,0.27072,0.87655,0.98746,0.99561,0.995,0.92424,0.48313,0.19339,0.79783,0.00109683,0.00109683,0.00109683
42,145.208,0.52145,0.26716,0.87819,0.9513,0.99174,0.995,0.94137,0.45552,0.19019,0.79488,0.00107205,0.00107205,0.00107205
43,148.635,0.52048,0.26745,0.87495,0.99415,0.997,0.995,0.92288,0.48981,0.19091,0.80272,0.00104705,0.00104705,0.00104705
44,152.02,0.51581,0.26466,0.87306,0.99597,0.997,0.995,0.93248,0.46935,0.19279,0.79508,0.00102184,0.00102184,0.00102184
45,155.422,0.51011,0.26112,0.87211,0.99543,0.997,0.995,0.92237,0.44244,0.18229,0.79308,0.000996456,0.000996456,0.000996456
46,158.809,0.50135,0.25511,0.87257,0.99583,0.997,0.995,0.92668,0.48228,0.18894,0.79845,0.000970919,0.000970919,0.000970919
47,162.266,0.51003,0.26036,0.87394,0.99591,0.997,0.995,0.92562,0.41978,0.1721,0.78675,0.000945256,0.000945256,0.000945256
48,165.673,0.51445,0.26094,0.87504,0.99579,0.997,0.995,0.92095,0.42862,0.17744,0.78809,0.00091949,0.00091949,0.00091949
49,169.063,0.511,0.26047,0.8777,0.99504,0.997,0.995,0.91004,0.43111,0.17928,0.78863,0.000893648,0.000893648,0.000893648
50,172.5,0.51315,0.25768,0.87628,0.99373,0.9963,0.995,0.91049,0.41809,0.17734,0.78698,0.000867754,0.000867754,0.000867754
51,175.883,0.50874,0.25978,0.87101,0.99602,0.997,0.995,0.91095,0.42355,0.17291,0.78712,0.000841835,0.000841835,0.000841835
52,179.281,0.49195,0.2508,0.86537,0.99569,0.997,0.995,0.92525,0.45912,0.18925,0.79382,0.000815916,0.000815916,0.000815916
53,182.71,0.49496,0.24942,0.8668,0.99382,0.997,0.995,0.92332,0.42755,0.17449,0.78852,0.000790022,0.000790022,0.000790022
54,186.054,0.4937,0.2476,0.86619,0.9941,0.997,0.995,0.91405,0.42414,0.17875,0.78682,0.00076418,0.00076418,0.00076418
55,189.455,0.49902,0.24906,0.86904,0.99395,0.997,0.995,0.93046,0.41996,0.17566,0.78685,0.000738414,0.000738414,0.000738414
56,192.847,0.49735,0.24531,0.86647,0.99484,0.997,0.995,0.94195,0.44052,0.1747,0.79148,0.000712751,0.000712751,0.000712751
57,196.207,0.5024,0.25146,0.87289,0.99272,0.997,0.995,0.93733,0.41084,0.16575,0.78625,0.000687214,0.000687214,0.000687214
