epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,19.6057,0.67834,0.48977,0.93688,0.99979,1,0.995,0.82849,0.65766,0.42568,0.8427,0.000742815,0.000742815,0.000742815
30,20.2391,0.64528,0.47284,0.93407,0.99979,1,0.995,0.87883,0.51712,0.39716,0.84218,0.000709809,0.000709809,0.000709809
31,20.8811,0.6763,0.4853,0.94462,0.99981,1,0.995,0.88162,0.49707,0.37374,0.82905,0.000676802,0.000676802,0.000676802
32,21.5232,0.64861,0.48051,0.94505,0.99972,1,0.995,0.83314,0.62135,0.40564,0.86917,0.000643795,0.000643795,0.000643795
33,22.1678,0.6181,0.45098,0.92531,0.99963,1,0.995,0.8268,0.66831,0.44134,0.88959,0.000610789,0.000610789,0.000610789
34,22.8161,0.61768,0.45928,0.91621,0.99965,1,0.995,0.87919,0.54011,0.44862,0.8497,0.000577782,0.000577782,0.000577782
35,23.4523,0.61379,0.44505,0.91196,0.99974,1,0.995,0.87632,0.54008,0.41972,0.84406,0.000544776,0.000544776,0.000544776
36,24.0697,0.60864,0.44662,0.91819,0.99964,1,0.995,0.86132,0.56559,0.39599,0.83544,0.000511769,0.000511769,0.000511769
37,24.7053,0.61951,0.43778,0.91544,0.99965,1,0.995,0.84802,0.58361,0.37644,0.8345,0.000478762,0.000478762,0.000478762
38,25.3612,0.61798,0.45044,0.91519,0.99966,1,0.995,0.86734,0.52607,0.35542,0.82722,0.000445756,0.000445756,0.000445756
39,26.0003,0.61927,0.43552,0.91822,0.99977,1,0.995,0.87275,0.49481,0.34322,0.81531,0.000412749,0.000412749,0.000412749
40,26.605,0.61973,0.42871,0.91221,0.99975,1,0.995,0.87398,0.50852,0.34066,0.81732,0.000379743,0.000379743,0.000379743
41,39.4913,0.5384,0.57666,0.87068,0.99949,0.996,0.995,0.86957,0.52457,0.33841,0.82124,0.000346736,0.000346736,0.000346736
42,40.081,0.56424,0.45489,0.87178,1,0.99955,0.995,0.87276,0.52152,0.34336,0.82289,0.000313729,0.000313729,0.000313729
43,40.6703,0.52949,0.39741,0.86069,0.99957,0.996,0.995,0.87791,0.49372,0.3497,0.81573,0.000280723,0.000280723,0.000280723
44,41.2414,0.53082,0.38567,0.85686,0.99968,0.996,0.995,0.88143,0.48873,0.36757,0.81181,0.000247716,0.000247716,0.000247716
45,41.834,0.54797,0.39548,0.8588,0.99968,0.996,0.995,0.86369,0.54757,0.36138,0.82052,0.00021471,0.00021471,0.00021471
46,42.4196,0.51585,0.37897,0.84658,0.99986,1,0.995,0.85948,0.55992,0.33886,0.82278,0.000181703,0.000181703,0.000181703
47,42.9974,0.53068,0.37017,0.85239,0.99975,1,0.995,0.86605,0.52834,0.31836,0.81568,0.000148696,0.000148696,0.000148696
48,43.5996,0.49887,0.35622,0.84733,0.99971,1,0.995,0.87575,0.50845,0.30525,0.81001,0.00011569,0.00011569,0.00011569
49,44.1931,0.5033,0.35176,0.85113,0.99967,1,0.995,0.8864,0.48358,0.29754,0.80336,8.26832e-05,8.26832e-05,8.26832e-05
50,44.7905,0.51663,0.35625,0.85336,0.99968,1,0.995,0.88704,0.47757,0.29592,0.80239,4.96766e-05,4.96766e-05,4.96766e-05
