epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,13.6626,0.69989,0.53827,0.95818,1,0.99981,0.995,0.86195,0.5427,0.45821,0.83947,0.00107288,0.00107288,0.00107288
20,14.3258,0.67994,0.53269,0.95922,1,0.99998,0.995,0.84465,0.60702,0.46047,0.84121,0.00103987,0.00103987,0.00103987
21,15.002,0.69796,0.52685,0.94721,1,0.99977,0.995,0.84556,0.57568,0.43746,0.82594,0.00100687,0.00100687,0.00100687
22,15.6805,0.68413,0.51514,0.95068,0.99962,1,0.995,0.84622,0.54019,0.43093,0.824,0.000973861,0.000973861,0.000973861
23,16.3322,0.67436,0.50866,0.93115,0.99972,1,0.995,0.86229,0.55592,0.41849,0.81678,0.000940855,0.000940855,0.000940855
24,17.0163,0.67052,0.49645,0.93187,0.99971,1,0.995,0.85668,0.60625,0.43181,0.82865,0.000907848,0.000907848,0.000907848
25,17.7132,0.66073,0.48087,0.92559,0.99972,1,0.995,0.86315,0.55263,0.43153,0.81996,0.000874842,0.000874842,0.000874842
26,18.424,0.66186,0.51257,0.9417,0.99965,1,0.995,0.8735,0.52422,0.4166,0.82935,0.000841835,0.000841835,0.000841835
27,19.1005,0.68168,0.50781,0.93996,0.99972,1,0.995,0.86832,0.56378,0.43998,0.84196,0.000808828,0.000808828,0.000808828
28,19.767,0.65282,0.4821,0.92544,0.9999,1,0.995,0.86956,0.52661,0.41536,0.81899,0.000775822,0.000775822,0.000775822
29,20.4486,0.67834,0.48977,0.93688,0.99979,1,0.995,0.82849,0.65766,0.42568,0.8427,0.000742815,0.000742815,0.000742815
30,21.1164,0.64528,0.47284,0.93407,0.99979,1,0.995,0.87883,0.51712,0.39716,0.84218,0.000709809,0.000709809,0.000709809
31,21.803,0.6763,0.4853,0.94462,0.99981,1,0.995,0.88162,0.49707,0.37374,0.82905,0.000676802,0.000676802,0.000676802
32,22.4598,0.64861,0.48051,0.94505,0.99972,1,0.995,0.83314,0.62135,0.40564,0.86917,0.000643795,0.000643795,0.000643795
33,23.1316,0.6181,0.45098,0.92531,0.99963,1,0.995,0.8268,0.66831,0.44134,0.88959,0.000610789,0.000610789,0.000610789
34,23.8039,0.61768,0.45928,0.91621,0.99965,1,0.995,0.87919,0.54011,0.44862,0.8497,0.000577782,0.000577782,0.000577782
35,24.4543,0.61379,0.44505,0.91196,0.99974,1,0.995,0.87632,0.54008,0.41972,0.84406,0.000544776,0.000544776,0.000544776
36,25.1119,0.60864,0.44662,0.91819,0.99964,1,0.995,0.86132,0.56559,0.39599,0.83544,0.000511769,0.000511769,0.000511769
37,25.7641,0.61951,0.43778,0.91544,0.99965,1,0.995,0.84802,0.58361,0.37644,0.8345,0.000478762,0.000478762,0.000478762
38,26.4416,0.61798,0.45044,0.91519,0.99966,1,0.995,0.86734,0.52607,0.35542,0.82722,0.000445756,0.000445756,0.000445756
39,27.1167,0.61927,0.43552,0.91822,0.99977,1,0.995,0.87275,0.49481,0.34322,0.81531,0.000412749,0.000412749,0.000412749
40,27.7885,0.61973,0.42871,0.91221,0.99975,1,0.995,0.87398,0.50852,0.34066,0.81732,0.000379743,0.000379743,0.000379743
