epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
4,4.72469,0.77029,0.53527,0.97639,0.9996,0.992,0.995,0.86321,0.56998,0.66014,0.82985,0.000515635,0.000515635,0.000515635
5,5.7601,0.78324,0.47947,0.97266,1,0.99382,0.995,0.82196,0.67518,0.59484,0.84401,0.000647592,0.000647592,0.000647592
6,6.87077,0.74517,0.47153,0.96146,0.58067,0.994,0.7177,0.60599,0.64317,1.87366,0.83719,0.000778715,0.000778715,0.000778715
7,7.85774,0.69273,0.43584,0.94303,0.99798,0.98668,0.99498,0.85886,0.59264,0.40591,0.83505,0.000908811,0.000908811,0.000908811
8,8.89433,0.70738,0.4532,0.94024,1,0.99588,0.995,0.86899,0.56317,0.36766,0.82426,0.00103769,0.00103769,0.00103769
9,9.97796,0.73096,0.43665,0.94515,0.9661,0.85498,0.89794,0.7462,0.76684,0.51286,0.91045,0.00116516,0.00116516,0.00116516
10,11.0156,0.70703,0.41532,0.94064,0.99762,0.986,0.99486,0.85072,0.60644,0.35446,0.83997,0.00129105,0.00129105,0.00129105
11,11.9897,0.70929,0.4141,0.93492,0.99968,0.994,0.995,0.88562,0.50563,0.31165,0.81376,0.00141515,0.00141515,0.00141515
12,13.0634,0.67872,0.39463,0.92852,0.99799,0.99334,0.99498,0.85814,0.58114,0.33769,0.83126,0.00153731,0.00153731,0.00153731
13,14.1503,0.66745,0.40866,0.92085,0.98431,0.978,0.99228,0.85749,0.58255,0.33543,0.83248,0.00160905,0.00160905,0.00160905
14,15.1546,0.67078,0.40731,0.92194,0.99544,0.994,0.99496,0.80207,0.73984,0.33146,0.86909,0.00159913,0.00159913,0.00159913
15,16.2033,0.67677,0.39953,0.92813,0.99972,0.994,0.995,0.87057,0.56075,0.30181,0.83007,0.00158847,0.00158847,0.00158847
16,17.2502,0.69607,0.39499,0.92683,0.99979,0.994,0.995,0.86149,0.57481,0.29444,0.82006,0.00157706,0.00157706,0.00157706
17,18.2979,0.65874,0.37598,0.92329,0.99991,1,0.995,0.77697,0.84019,0.34923,0.89087,0.00156493,0.00156493,0.00156493
18,19.3122,0.69805,0.39736,0.93777,0.99994,0.996,0.995,0.88538,0.52917,0.28085,0.81614,0.00155209,0.00155209,0.00155209
19,20.3659,0.65631,0.38149,0.9182,1,0.9959,0.995,0.86082,0.59447,0.28428,0.82712,0.00153854,0.00153854,0.00153854
20,21.3913,0.63802,0.36233,0.91647,0.99986,1,0.995,0.83128,0.72547,0.31213,0.85852,0.00152431,0.00152431,0.00152431
21,22.3931,0.66,0.37235,0.91452,0.99988,1,0.995,0.84836,0.69531,0.29711,0.84073,0.00150941,0.00150941,0.00150941
22,23.4539,0.66046,0.3691,0.92241,0.99989,1,0.995,0.8938,0.52986,0.2778,0.8164,0.00149384,0.00149384,0.00149384
23,24.5258,0.64784,0.36576,0.90669,0.99978,1,0.995,0.89894,0.47656,0.24573,0.80073,0.00147764,0.00147764,0.00147764
24,25.6464,0.65376,0.36573,0.91364,0.99971,0.986,0.99458,0.82723,0.66429,0.29511,0.83672,0.0014608,0.0014608,0.0014608
25,26.6336,0.62737,0.35328,0.90431,0.99946,0.992,0.995,0.89684,0.47041,0.25309,0.79822,0.00144335,0.00144335,0.00144335
26,27.6811,0.62462,0.35416,0.91699,1,0.99549,0.995,0.84586,0.61131,0.28539,0.82093,0.00142531,0.00142531,0.00142531
27,28.725,0.64983,0.36143,0.91077,0.99995,1,0.995,0.87689,0.5408,0.25287,0.80972,0.0014067,0.0014067,0.0014067
28,29.761,0.62239,0.34874,0.90376,0.99987,1,0.995,0.88369,0.53012,0.23664,0.81015,0.00138753,0.00138753,0.00138753
29,30.7705,0.63571,0.34934,0.90755,0.99928,1,0.995,0.84846,0.61306,0.24884,0.8262,0.00136781,0.00136781,0.00136781
30,31.7991,0.60761,0.34073,0.90148,0.99996,0.996,0.995,0.89935,0.48015,0.23259,0.79931,0.00134758,0.00134758,0.00134758
31,32.8908,0.62257,0.34019,0.90309,1,0.99986,0.995,0.88515,0.51169,0.2383,0.80387,0.00132685,0.00132685,0.00132685
32,33.9687,0.61831,0.33889,0.91267,0.99997,0.992,0.995,0.861,0.57356,0.24529,0.81678,0.00130565,0.00130565,0.00130565
33,34.9997,0.59234,0.31998,0.89844,1,0.97782,0.99223,0.84131,0.62609,0.26464,0.82811,0.00128398,0.00128398,0.00128398
34,35.998,0.5935,0.32247,0.89421,0.99799,0.99385,0.99498,0.87022,0.57138,0.25481,0.8147,0.00126188,0.00126188,0.00126188
35,37.021,0.58083,0.32385,0.89178,1,0.99533,0.995,0.89753,0.48693,0.24535,0.80451,0.00123936,0.00123936,0.00123936
36,38.0467,0.61598,0.33079,0.90736,0.99592,0.97559,0.99246,0.88625,0.48305,0.25478,0.80855,0.00121645,0.00121645,0.00121645
37,39.0804,0.60012,0.33114,0.9005,0.99596,0.9849,0.99471,0.85979,0.57598,0.26301,0.82233,0.00119317,0.00119317,0.00119317
38,40.1446,0.59077,0.33265,0.89457,0.99701,1,0.995,0.88036,0.54443,0.24072,0.81264,0.00116955,0.00116955,0.00116955
39,41.1677,0.59126,0.32518,0.89723,0.99941,0.996,0.995,0.88658,0.50921,0.24539,0.80857,0.0011456,0.0011456,0.0011456
40,42.208,0.59033,0.32162,0.88865,0.99781,1,0.995,0.87658,0.51501,0.25079,0.80852,0.00112135,0.00112135,0.00112135
41,43.2204,0.60999,0.33551,0.90607,0.99571,1,0.995,0.89671,0.47111,0.23345,0.79863,0.00109683,0.00109683,0.00109683
42,44.2502,0.58197,0.31944,0.88825,0.99986,1,0.995,0.88906,0.4963,0.23575,0.80189,0.00107205,0.00107205,0.00107205
43,45.3064,0.56958,0.31313,0.88797,0.99986,1,0.995,0.87394,0.55963,0.24376,0.81242,0.00104705,0.00104705,0.00104705
44,46.3096,0.57657,0.30981,0.8869,0.99988,1,0.995,0.88145,0.51691,0.23341,0.80402,0.00102184,0.00102184,0.00102184
45,47.3226,0.55924,0.30414,0.87963,0.99985,1,0.995,0.89263,0.49085,0.22006,0.79988,0.000996456,0.000996456,0.000996456
46,48.3495,0.57572,0.31126,0.89319,0.99986,1,0.995,0.83543,0.6877,0.25444,0.83783,0.000970919,0.000970919,0.000970919
47,49.3512,0.57338,0.31019,0.88779,0.99987,1,0.995,0.86675,0.58972,0.23918,0.81701,0.000945256,0.000945256,0.000945256
48,50.3577,0.56906,0.30655,0.8875,0.99987,1,0.995,0.88517,0.53479,0.22538,0.8076,0.00091949,0.00091949,0.00091949
49,51.3384,0.58546,0.30564,0.89562,0.99986,1,0.995,0.89065,0.51615,0.21717,0.80331,0.000893648,0.000893648,0.000893648
50,52.3445,0.57586,0.30191,0.89417,0.9998,1,0.995,0.90105,0.47287,0.21049,0.79904,0.000867754,0.000867754,0.000867754
51,53.4309,0.56045,0.29646,0.89238,0.99978,1,0.995,0.88791,0.50926,0.22142,0.80362,0.000841835,0.000841835,0.000841835
52,54.4435,0.56703,0.29797,0.87901,1,0.99947,0.995,0.88957,0.50064,0.21361,0.80288,0.000815916,0.000815916,0.000815916
53,55.4483,0.56294,0.29509,0.88371,0.99935,1,0.995,0.88143,0.53675,0.22711,0.80744,0.000790022,0.000790022,0.000790022
54,56.5177,0.55803,0.2939,0.88468,0.99981,1,0.995,0.88831,0.50567,0.21363,0.80358,0.00076418,0.00076418,0.00076418
55,57.4975,0.54727,0.28602,0.87851,0.99983,1,0.995,0.89326,0.47396,0.2042,0.79764,0.000738414,0.000738414,0.000738414
56,58.4939,0.55113,0.287,0.87358,0.99987,1,0.995,0.89037,0.49474,0.21135,0.79815,0.000712751,0.000712751,0.000712751
57,59.4801,0.56493,0.29542,0.89055,0.99987,1,0.995,0.8629,0.60924,0.22254,0.8164,0.000687214,0.000687214,0.000687214
58,60.4896,0.57425,0.30244,0.88714,0.99988,1,0.995,0.90828,0.4682,0.1994,0.79593,0.000661831,0.000661831,0.000661831
59,61.5453,0.54861,0.29514,0.87886,0.99984,1,0.995,0.90379,0.47445,0.20368,0.79682,0.000636625,0.000636625,0.000636625
60,62.5297,0.55072,0.28908,0.88166,0.99984,1,0.995,0.86129,0.60668,0.22303,0.81961,0.000611621,0.000611621,0.000611621
61,63.561,0.54032,0.2879,0.87383,0.99986,1,0.995,0.89421,0.4927,0.2034,0.79846,0.000586845,0.000586845,0.000586845
62,64.5675,0.52896,0.28011,0.87996,0.99985,1,0.995,0.90674,0.4596,0.19426,0.79326,0.00056232,0.00056232,0.00056232
63,65.5765,0.55533,0.28684,0.88053,0.99987,1,0.995,0.90816,0.46335,0.19575,0.79318,0.000538072,0.000538072,0.000538072
64,66.5922,0.54659,0.28549,0.87823,0.99988,1,0.995,0.89617,0.5098,0.20649,0.79948,0.000514122,0.000514122,0.000514122
65,67.705,0.53855,0.28394,0.87609,0.99988,1,0.995,0.89283,0.52267,0.20875,0.80113,0.000490497,0.000490497,0.000490497
66,68.7088,0.55238,0.28203,0.88026,0.99988,1,0.995,0.90332,0.49057,0.19432,0.79759,0.000467218,0.000467218,0.000467218
67,69.7416,0.54142,0.27831,0.87653,0.99988,1,0.995,0.89248,0.52724,0.20205,0.80308,0.000444309,0.000444309,0.000444309
68,70.7645,0.54439,0.27284,0.88134,0.99988,1,0.995,0.86256,0.62027,0.21892,0.81988,0.000421792,0.000421792,0.000421792
69,71.7715,0.54194,0.27653,0.87739,0.99988,1,0.995,0.8744,0.57916,0.20541,0.81078,0.000399689,0.000399689,0.000399689
70,72.7694,0.52625,0.2698,0.8683,0.99988,1,0.995,0.90398,0.47799,0.1903,0.79515,0.000378023,0.000378023,0.000378023
71,73.7971,0.53734,0.27431,0.88398,0.99988,1,0.995,0.90616,0.46795,0.18833,0.79411,0.000356815,0.000356815,0.000356815
72,74.8328,0.53824,0.26841,0.8721,0.99987,1,0.995,0.90807,0.45955,0.18841,0.79249,0.000336086,0.000336086,0.000336086
73,75.8319,0.52212,0.26722,0.87063,0.99987,1,0.995,0.90058,0.48418,0.19077,0.79557,0.000315855,0.000315855,0.000315855
1,1.65503,1.45202,2.08463,1.43893,1,0.996,0.995,0.81217,0.68129,0.98953,0.84564,0.00025005,0.00025005,0.00025005
2,2.93556,0.86555,0.63176,1.02375,0.99966,0.994,0.995,0.87784,0.54343,0.60845,0.8154,0.000516644,0.000516644,0.000516644
3,4.17595,0.80526,0.53042,1.00046,0.99936,0.978,0.98756,0.75807,0.89312,0.60735,0.90982,0.000782725,0.000782725,0.000782725
4,5.35465,0.76585,0.52353,0.97363,0.99223,0.992,0.99494,0.8559,0.55003,0.41251,0.82341,0.0010479,0.0010479,0.0010479
5,6.554,0.7806,0.49989,0.97276,0.99795,0.97143,0.98765,0.75749,0.8936,0.53264,0.93333,0.00131179,0.00131179,0.00131179
6,7.74778,0.78639,0.50771,0.97623,0.99783,0.988,0.99494,0.84551,0.6148,0.45835,0.84709,0.001574,0.001574,0.001574
7,8.86783,0.757,0.47876,0.96638,0.99421,0.98,0.99463,0.84916,0.6157,0.39687,0.84051,0.00165238,0.00165238,0.00165238
8,10.0581,0.74148,0.46134,0.96154,0.9472,0.876,0.87128,0.75399,0.69119,0.68001,0.90907,0.00164713,0.00164713,0.00164713
9,11.1999,0.74951,0.45981,0.95693,0.9996,0.994,0.995,0.79114,0.774,0.34973,0.87336,0.00164108,0.00164108,0.00164108
10,12.337,0.74029,0.44241,0.96041,0.99987,0.996,0.995,0.85885,0.55842,0.29302,0.82343,0.00163424,0.00163424,0.00163424
11,13.4639,0.71282,0.42051,0.9444,0.99968,1,0.995,0.82972,0.70659,0.34167,0.84742,0.00162661,0.00162661,0.00162661
12,14.6398,0.70639,0.41332,0.94212,0.99986,1,0.995,0.87451,0.54553,0.30092,0.81557,0.00161822,0.00161822,0.00161822
13,15.8232,0.70937,0.423,0.93912,0.99986,1,0.995,0.83325,0.63696,0.30967,0.82882,0.00160905,0.00160905,0.00160905
14,16.9717,0.67682,0.40312,0.92368,0.99981,1,0.995,0.84311,0.59173,0.28264,0.82269,0.00159913,0.00159913,0.00159913
15,18.1362,0.66469,0.40026,0.9271,0.99978,0.994,0.995,0.85719,0.52282,0.27647,0.81608,0.00158847,0.00158847,0.00158847
16,19.2873,0.67015,0.39611,0.9239,0.99983,0.994,0.995,0.8648,0.51053,0.26789,0.81145,0.00157706,0.00157706,0.00157706
17,20.416,0.6488,0.37918,0.92211,1,0.99593,0.995,0.83183,0.64532,0.30285,0.83361,0.00156493,0.00156493,0.00156493
18,21.5805,0.66435,0.39056,0.92263,0.99363,0.996,0.99498,0.85115,0.55091,0.28482,0.81996,0.00155209,0.00155209,0.00155209
19,22.7169,0.65429,0.38341,0.92282,0.99945,0.99,0.99496,0.84344,0.62109,0.28129,0.83093,0.00153854,0.00153854,0.00153854
20,23.8356,0.63943,0.36978,0.91767,1,0.97824,0.99437,0.86145,0.51245,0.25292,0.81658,0.00152431,0.00152431,0.00152431
21,25.062,0.65178,0.36943,0.91886,1,0.94964,0.95987,0.82864,0.57483,0.28163,0.82419,0.00150941,0.00150941,0.00150941
22,26.1785,0.63942,0.36377,0.91588,0.99987,0.994,0.995,0.8464,0.63724,0.28542,0.83203,0.00149384,0.00149384,0.00149384
